"","Name","Sport","Sex","Team","n"
"3079","Gail Neall (-Yeoh)","Swimming","F","Australia",1
"3080","Gal Fridman","Sailing","M","Israel",1
"3081","Gal Touya","Fencing","M","France",1
"3082","Galabin Pepov Boevski","Weightlifting","M","Bulgaria",1
"3083","Galen Carter ""G. C."" Spencer","Archery","M","Potomac Archers",1
"3084","Galina Aleksandrovna Leontyeva (Yelnitskaya-)","Volleyball","F","Soviet Union",2
"3085","Galina Alekseyevna Kukleva","Biathlon","F","Russia",1
"3086","Galina Alekseyevna Kulakova","Cross Country Skiing","F","Soviet Union",4
"3087","Galina Andreyevna Stepanskaya","Speed Skating","F","Soviet Union",1
"3088","Galina Ivanovna Zybina (-Fyodorova)","Athletics","F","Soviet Union",1
"3089","Galina Napoleonovna Urbanovich (Khelle-)","Gymnastics","F","Soviet Union",1
"3090","Galina Sergeyevna Kreft-Alekseyeva","Canoeing","F","Soviet Union",1
"3091","Galina Yakovlevna Minaicheva (-Sharabidze)","Gymnastics","F","Soviet Union",1
"3092","Galina Yakovlevna Shamray (Rudko-, -Ilyina)","Gymnastics","F","Soviet Union",1
"3093","Galina Yevgenyevna Gorokhova","Fencing","F","Soviet Union",3
"3094","Galliano Rossini","Shooting","M","Italy",1
"3095","Gang Min-Ho","Baseball","M","South Korea",1
"3096","Gang Yun-Mi","Short Track Speed Skating","F","South Korea",1
"3097","Gao Ling","Badminton","F","China-2",2
"3098","Gao Min","Diving","F","China",2
"3099","Garba Lawal","Football","M","Nigeria",1
"3100","Garrett Weber-Gale","Swimming","M","United States",2
"3101","Garry Gerard Paul Herbert","Rowing","M","Great Britain",1
"3102","Gary Arthur Chapman","Swimming","M","Australia",1
"3103","Gary David Robertson","Rowing","M","New Zealand",1
"3104","Gary Dwayne Payton","Basketball","M","United States",2
"3105","Gary Lee Anderson","Shooting","M","United States",2
"3106","Gary Milburn Tobian","Diving","M","United States",1
"3107","Gary Robert Conelly","Swimming","M","United States",2
"3108","Gary Steven Ilman","Swimming","M","United States",2
"3109","Gary Wayne Hall, Jr.","Swimming","M","United States",5
"3110","Gary Wayne Hall, Sr.","Swimming","M","United States",1
"3111","Gaston Achille Louis Aumoitte","Croquet","M","France",2
"3112","Gaston Antoine Mercier","Rowing","M","France",1
"3113","Gaston Frdric Blanchy","Sailing","M","Olle",2
"3114","Gaston Joseph Clment Marie Salmon","Fencing","M","Belgium",1
"3115","Gaston Jules Louis Antoine Alibert","Fencing","M","France",2
"3116","Gaston Marie Thub","Sailing","M","Mac Miche",1
"3117","Gaston Roelants","Athletics","M","Belgium",1
"3118","Gaston tienne Ghislaine Reiff","Athletics","M","Belgium",1
"3119","Gatan T. Boucher","Speed Skating","M","Canada",2
"3120","Gauthier Grumier","Fencing","M","France",1
"3121","Gaydarbek Abdulayevich Gaydarbekov","Boxing","M","Russia",1
"3122","Gazanfer Bilge","Wrestling","M","Turkey",1
"3123","Gbor Benedek","Modern Pentathlon","M","Hungary",1
"3124","Gbor Csap","Water Polo","M","Hungary",1
"3125","Gbor Horvth","Canoeing","M","Hungary",2
"3126","Gbor Kis","Water Polo","M","Hungary",1
"3127","Gbor Lzsl Delneky","Fencing","M","Hungary",1
"3128","Ge Fei","Badminton","F","China-2",2
"3129","Gehnll Persson","Equestrianism","M","Sweden",2
"3130","Geir Karlstad","Speed Skating","M","Norway",1
"3131","Gela K'et'ashvili","Football","M","Soviet Union",1
"3132","Gelena Dmitriyevna Topilina","Synchronized Swimming","F","Russia",1
"3133","Gelindo Bordin","Athletics","M","Italy",1
"3134","Geminio Ognio","Water Polo","M","Italy",1
"3135","Gemma Etheridge","Rugby Sevens","F","Australia",1
"3136","Gennady Dmitriyevich Tsygankov","Ice Hockey","M","Soviet Union",2
"3137","Gennady Georgiyevich Volnov","Basketball","M","Soviet Union",1
"3138","Gennady Ivanovich Shatkov","Boxing","M","Soviet Union",1
"3139","Gennady Mikhaylovich Karponosov","Figure Skating","M","Soviet Union-1",1
"3140","Gennady Viktorovich Komnatov","Cycling","M","Soviet Union",1
"3141","Gennady Vladimirovich Korban","Wrestling","M","Soviet Union",1
"3142","Gennady Yegorovich Korshikov","Rowing","M","Soviet Union",1
"3143","Genrikh Ivanovich Sidorenkov","Ice Hockey","M","Soviet Union",1
"3144","Geoffrey Steven ""Geoff"" Gaberino","Swimming","M","United States",1
"3145","Geoffrey Travers Mason","Bobsleigh","M","United States-2",1
"3146","Georg ""Georges"" Miez","Gymnastics","M","Switzerland",4
"3147","Georg ""Jrg"" Siebert","Rowing","M","West Germany",1
"3148","Georg Albert Christian Albertsen","Gymnastics","M","Denmark",1
"3149","Georg Dascher","Handball","M","Germany",1
"3150","Georg Gustaf Wilhelm von Braun","Equestrianism","M","Sweden",2
"3151","Georg Hackl","Luge","M","Germany",3
"3152","Georg Henrik Tengvall","Sailing","M","Sif",1
"3153","Georg Hettich","Nordic Combined","M","Germany",1
"3154","Georg Naue","Sailing","M","Aschenbrodel",1
"3155","Georg Otto Hilmar","Gymnastics","M","Germany",2
"3156","Georg Selenius","Gymnastics","M","Norway",1
"3157","Georg Spohr","Rowing","M","East Germany",2
"3158","Georg Thoma","Nordic Combined","M","Germany",1
"3159","Georg Zacharias","Swimming","M","Germany",1
"3160","George ""Jiff"" Wilson","Basketball","M","United States",1
"3161","George Arthur Miller","Polo","M","Roehampton-1",1
"3162","George Bernard Underwood","Athletics","M","New York Athletic Club",1
"3163","George Christopher Nash","Rowing","M","Great Britain",1
"3164","George Cloutier","Lacrosse","M","Winnipeg Shamrocks-1",1
"3165","George Cornelius ""Con"" O'Kelly, Sr.","Wrestling","M","Great Britain",1
"3166","George Ducker","Football","M","Galt Football Club",1
"3167","George Dyer O'Day","Sailing","M","Minotaur",1
"3168","George Edward Foreman","Boxing","M","United States",1
"3169","George Edward Larner","Athletics","M","Great Britain",2
"3170","George Edward Mara","Ice Hockey","M","Canada",1
"3171","George Elwood ""Shorty"" Hunt, Jr.","Rowing","M","United States",1
"3172","George Eric McCarthy Marthins","Hockey","M","India",1
"3173","George Frederick Garbutt","Ice Hockey","M","Canada",1
"3174","George Frederick McGrath","Hockey","M","Great Britain",1
"3175","George Frederick William de Relwyskow","Wrestling","M","Great Britain",1
"3176","George Gordon Abel","Ice Hockey","M","Canada",1
"3177","George Haddow Rennie","Lacrosse","M","Canada",1
"3178","George Harold Kojac","Swimming","M","United States",2
"3179","George Helm Roth","Gymnastics","M","United States",1
"3180","George Henry Bretz (-Brett)","Lacrosse","M","Winnipeg Shamrocks-1",1
"3181","George Henry Goulding","Athletics","M","Canada",1
"3182","George Herbert Leigh Mallory","Alpinism","M","Great Britain",1
"3183","George Herbert Sheldon","Diving","M","United States",1
"3184","George Herrold ""Doc"" Campbell","Lacrosse","M","Canada",1
"3185","George Hetzel Baird","Athletics","M","United States",1
"3186","George Hunter","Boxing","M","South Africa",1
"3187","George Ingle Finch","Alpinism","M","Australia",1
"3188","George J. Saling, Jr.","Athletics","M","United States",1
"3189","George James Cattanach","Lacrosse","M","Winnipeg Shamrocks-1",1
"3190","George John Buckley","Cricket","M","Devon and Somerset Wanderers",1
"3191","George John Dietz","Rowing","M","Century Boat Club-1",1
"3192","George Julius Gulack","Gymnastics","M","United States",1
"3193","George Lawrence ""Larry"" James","Athletics","M","United States",1
"3194","George Lewis Ahlgren","Rowing","M","United States",1
"3195","George Louis Eyser","Gymnastics","M","United States",3
"3196","George Martin Dixon","Rugby","M","United States",1
"3197","George Nicholas Mehnert","Wrestling","M","United States",2
"3198","George Patrick Genereux","Shooting","M","Canada",1
"3199","George Philip ""Phil"" Bryant","Archery","M","United States",2
"3200","George Prifold Harrison","Swimming","M","United States",1
"3201","George Ritchie Hodgson","Swimming","M","Canada",2
"3202","George Seymour Lyon","Golf","M","Canada",1
"3203","George Shelby ""Buddy"" Friedrichs, Jr.","Sailing","M","United States",1
"3204","George Stuart Dole","Wrestling","M","United States",1
"3205","George Thomas DiCarlo","Swimming","M","United States",1
"3206","George Thomson Cornet","Water Polo","M","Great Britain",2
"3207","George V. Finnegan","Boxing","M","United States",1
"3208","George Valentine Bonhag","Athletics","M","United States",2
"3209","George Vincent Rhoden","Athletics","M","Jamaica",2
"3210","George W. Van Cleaf","Water Polo","M","New York Athletic Club-1",1
"3211","George Walter Canning","Tug-Of-War","M","Great Britain",1
"3212","George Washington F. Orton","Athletics","M","Canada",1
"3213","George Whiteside Hillyard","Tennis","M","Great Britain-1",1
"3214","George Wilfred Nevinson","Water Polo","M","Great Britain",1
"3215","George Wilkinson","Water Polo","M","Great Britain",2
"3216","George William Hungerford","Rowing","M","Canada",1
"3217","George Winthrop Fish","Rugby","M","United States",1
"3218","Georges Arthur Dillon-Kavanagh du Fertagh","Fencing","M","France",2
"3219","Georges Charles Armand Tainturier","Fencing","M","France",2
"3220","Georges douard Johin","Croquet","M","France",1
"3221","Georges Eugne Wambst","Cycling","M","France",1
"3222","Georges Eugne William ""Go"" Buchard","Fencing","M","France",2
"3223","Georges Hebdin","Football","M","Belgium",1
"3224","Georges Henri Dtreille","Cycling","M","France",1
"3225","Georges Lambert Casimir Nagelmackers","Equestrianism","M","Belgium-1",1
"3226","Georges Lucien Rigal","Water Polo","M","France",1
"3227","Georges Monier","Art Competitions","M","Belgium",1
"3228","Georges Turlier","Canoeing","M","France",1
"3229","Georgeta Damian-Andrunache","Rowing","F","Romania",5
"3230","Georgi Kostadinov","Boxing","M","Bulgaria",1
"3231","Georgi Markov","Wrestling","M","Bulgaria",1
"3232","Georgi Petkov Raykov","Wrestling","M","Bulgaria",1
"3233","Georgia V. Coleman (-Gilson)","Diving","F","United States",1
"3234","Georgina Emma Buchanan Evers-Swindell (-Earl)","Rowing","F","New Zealand",2
"3235","Georgina Sophie ""Georgie"" Twigg","Hockey","F","Great Britain",1
"3236","Georgios Aliprantis","Gymnastics","M","Greece",1
"3237","Georgios D. Orfanidis","Shooting","M","Greece",2
"3238","Georgios Zaimis","Sailing","M","Nirefs",1
"3239","Georgy Grigoryevich Mondzolevsky","Volleyball","M","Soviet Union",2
"3240","Georgy Vladimirovich Sviridenko","Handball","M","Soviet Union",1
"3241","Geraint Howell Thomas","Cycling","M","Great Britain",2
"3242","Gerald Alexander Tinker","Athletics","M","United States",1
"3243","Gerald Click ""Gerry"" Schreck","Sailing","M","United States",1
"3244","Gerald Dreyer","Boxing","M","South Africa",1
"3245","Gerald Eustace Merlin","Shooting","M","Great Britain",1
"3246","Gerald Grant Main","Rowing","M","Canada",1
"3247","Gerald Howard ""Gerry"" Ashworth","Athletics","M","United States",1
"3248","Gerald Logan","Hockey","M","England-1",1
"3249","Gerald Rudolph ""Gerry"" Glackan","Hockey","M","India",1
"3250","Geraldine Anne Heaney","Ice Hockey","F","Canada",1
"3251","Gerard Pieter de Kruijff","Equestrianism","M","Netherlands",2
"3252","Gerard Pieter Hendrik van Velde","Speed Skating","M","Netherlands",1
"3253","Gerard Theodor Hubert Van Innis","Archery","M","Belgium",6
"3254","Gerard Wybo Veldman","Rowing","M","New Zealand",1
"3255","Gerben Karstens","Cycling","M","Netherlands",1
"3256","Gerd Cintl","Rowing","M","Germany",1
"3257","Gerd Kanter","Athletics","M","Estonia",1
"3258","Gerd Kische","Football","M","East Germany",1
"3259","Gerd Weber","Football","M","East Germany",1
"3260","Gerd Wessig","Athletics","M","East Germany",1
"3261","Gerda Johanna Marie van der Kade-Koudijs","Athletics","F","Netherlands",1
"3262","Gerda Weissensteiner","Luge","F","Italy",1
"3263","Geremi Sorele Njitap Fotso","Football","M","Cameroon",1
"3264","Gergely ""Gerg"" Kiss","Water Polo","M","Hungary",3
"3265","Gerhard ""Gerd"" Wiltfang","Equestrianism","M","West Germany",1
"3266","Gerhard Auer","Rowing","M","West Germany",1
"3267","Gerhard Gustmann","Rowing","M","Germany",1
"3268","Gerhard Haidacher","Bobsleigh","M","Austria-1",1
"3269","Gerhard Heer","Fencing","M","West Germany",1
"3270","Gerhard Karl Eduard Stck","Athletics","M","Germany",1
"3271","Gerlinde Doberschtz (Mey-)","Rowing","F","East Germany",1
"3272","German Aleksandrovich Sveshnikov","Fencing","M","Soviet Union",2
"3273","Germn Daro Lux","Football","M","Argentina",1
"3274","Germn Mesa Fresneda","Baseball","M","Cuba",1
"3275","Gert Fridolf Fredriksson","Canoeing","M","Sweden",6
"3276","Gert Heidler","Football","M","East Germany",1
"3277","Gert Ingvar Severin Hansson","Sailing","M","Sweden",1
"3278","Gertrud ""Trudi"" Meyer (-Baier)","Gymnastics","F","Germany",1
"3279","Gertrude Caroline ""Trudy"" Ederle","Swimming","F","United States",1
"3280","Gervasio Deferr ngel","Gymnastics","M","Spain",2
"3281","Gezahgne Abera","Athletics","M","Ethiopia",1
"3282","Ghada Shouaa","Athletics","F","Syria",1
"3283","Ghasem Gholamreza Rezaei","Wrestling","M","Iran",1
"3284","Gheorghe Berceanu","Wrestling","M","Romania",1
"3285","Gholam Reza Takhti","Wrestling","M","Iran",1
"3286","Giaan Leigh Rooney","Swimming","F","Australia",1
"3287","Giacomo Fornoni","Cycling","M","Italy",1
"3288","Giacomo Gaioni","Cycling","M","Italy",1
"3289","Giacomo Luigi Conti","Bobsleigh","M","Italy-1",1
"3290","Gian Carlo Costigliolo","Gymnastics","M","Italy",1
"3291","Gian Simmen","Snowboarding","M","Switzerland",1
"3292","Giancarlo Bergamini","Fencing","M","Italy",1
"3293","Giancarlo Brusati","Fencing","M","Italy",1
"3294","Giancarlo Cornaggia-Medici Peterbelli","Fencing","M","Italy",3
"3295","Giancarlo Guerrini","Water Polo","M","Italy",1
"3296","Gianfranco Dalla Barba","Fencing","M","Italy",1
"3297","Gianfranco Pandolfini","Water Polo","M","Italy",1
"3298","Giani Stparich","Art Competitions","M","Italy",1
"3299","Gianluca Farina","Rowing","M","Italy",1
"3300","Gianluigi Saccaro","Fencing","M","Italy",1
"3301","Gianni Lonzi","Water Polo","M","Italy",1
"3302","Gianni Petrus Cornelis Romme","Speed Skating","M","Netherlands",2
"3303","Gil Roberts","Athletics","M","United States",1
"3304","Gilbert ""Gib"" Ford","Basketball","M","United States",1
"3305","Gilbert T. Gray","Sailing","M","Jupiter",1
"3306","Gilbert Umfreville Laws","Sailing","M","Dormy-1",1
"3307","Gilberto Amauri ""Giba"" de Godoy Filho","Volleyball","M","Brazil",1
"3308","Gilchrist Stanley Maclagan","Rowing","M","Leander Club-1",1
"3309","Giles Lyndon Scott","Sailing","M","Great Britain",1
"3310","Giliante D'Este","Rowing","M","Italy",1
"3311","Gilles Berolatti","Fencing","M","France",1
"3312","Gillian ""Gill"" Cowley","Hockey","F","Zimbabwe",1
"3313","Gillian ""Jill"" Sterkel","Swimming","F","United States",2
"3314","Gillian Dewey Boxx","Softball","F","United States",1
"3315","Gillian Ferrari","Ice Hockey","F","Canada",1
"3316","Gillian Maria Elisabeth van den Berg","Water Polo","F","Netherlands",1
"3317","Gillian Mary Apps","Ice Hockey","F","Canada",3
"3318","Gillian Mary Sheen (-Donaldson)","Fencing","F","Great Britain",1
"3319","Gillian Rolton","Equestrianism","F","Australia",2
"3320","Gillis Emanuel Grafstrm","Figure Skating","M","Sweden",3
"3321","Gina Kingsbury","Ice Hockey","F","Canada",2
"3322","Gintautas Ionovich Umaras","Cycling","M","Soviet Union",2
"3323","Gioacchino Guaragna","Fencing","M","Italy",2
"3324","Giorge Daz Loren","Baseball","M","Cuba",1
"3325","Giorgi Asanidze","Weightlifting","M","Georgia",1
"3326","Giorgi Mshvenieradze","Water Polo","M","Soviet Union",1
"3327","Giorgio Anglesio","Fencing","M","Italy",1
"3328","Giorgio Avola","Fencing","M","Italy",1
"3329","Giorgio Bocchino","Fencing","M","Italy",1
"3330","Giorgio Cesana","Rowing","M","Bucintoro Venezia",2
"3331","Giorgio Cesana","Rowing","M","Bucintoro Venezia-1",1
"3332","Giorgio Chiavacci","Fencing","M","Italy",1
"3333","Giorgio Di Centa","Cross Country Skiing","M","Italy",2
"3334","Giorgio Leslie Santelli","Fencing","M","Italy",1
"3335","Giorgio Pessina","Fencing","M","Italy",1
"3336","Giorgio Vanzetta","Cross Country Skiing","M","Italy",1
"3337","Giorgio Zampori","Gymnastics","M","Italy",4
"3338","Giovane Farinazzo Gvio","Volleyball","M","Brazil",2
"3339","Giovani dos Santos Ramrez","Football","M","Mexico",1
"3340","Giovanna Trillini","Fencing","F","Italy",4
"3341","Giovanni ""Nino"" Benvenuti","Boxing","M","Italy",1
"3342","Giovanni Battista Tanio","Rowing","M","Marinai della nave da guerra ""Varese""",1
"3343","Giovanni Battista Tubino","Gymnastics","M","Italy",1
"3344","Giovanni Canova","Fencing","M","Italy",1
"3345","Giovanni Cernogoraz","Shooting","M","Croatia",1
"3346","Giovanni Delise","Rowing","M","Italy",1
"3347","Giovanni Giorgio ""Giangiorgio"" Trissino","Equestrianism","M","Italy",1
"3348","Giovanni Gozzi","Wrestling","M","Italy",1
"3349","Giovanni Invernizzi","Rowing","M","Italy",1
"3350","Giovanni Leone Reggio","Sailing","M","Italia",1
"3351","Giovanni Lombardi","Cycling","M","Italy",1
"3352","Giovanni Mangiante","Gymnastics","M","Italy",1
"3353","Giovanni Parisi","Boxing","M","Italy",1
"3354","Giovanni Pettenella","Cycling","M","Italy",1
"3355","Giovanni Scalzo","Fencing","M","Italy",1
"3356","Giovanni Scatturin","Rowing","M","Italy",1
"3357","Gir Yeong-A","Badminton","F","South Korea-1",1
"3358","Gisela Mauermayer","Athletics","F","Germany",1
"3359","Gisela Medefindt (-Bodis)","Rowing","F","East Germany",1
"3360","Giselle Anne Ansley","Hockey","F","Great Britain",1
"3361","Gitte Jensby Sunesen","Handball","F","Denmark",1
"3362","Gitte Madsen","Handball","F","Denmark",1
"3363","Giulia Quintavalle","Judo","F","Italy",1
"3364","Giuliano Razzoli","Alpine Skiing","M","Italy",1
"3365","Giulio Basletta","Fencing","M","Italy",1
